
% 1. Title: Modular CMA-ES Framework - Fitness values per structure
%
% 2. Sources:
%      (a) Creator: S.J. van Rijn (s.j.van.rijn@liacs.leidenuniv.nl)
%      (b) Donor: Sander van Rijn
%      (c) Date: January, 2017
%
@RELATION ESs

@ATTRIBUTE active       NUMERIC
@ATTRIBUTE elitist      NUMERIC
@ATTRIBUTE mirrored     NUMERIC
@ATTRIBUTE orthogonal   NUMERIC
@ATTRIBUTE sequential   NUMERIC
@ATTRIBUTE threshold    NUMERIC
@ATTRIBUTE tpa          NUMERIC
@ATTRIBUTE pairwise     NUMERIC
@ATTRIBUTE weights      NUMERIC
@ATTRIBUTE base-sampler NUMERIC
@ATTRIBUTE ipop         NUMERIC
@ATTRIBUTE class        NUMERIC

@DATA
0,0,0,0,0,0,0,0,0,0,0,0.0116630859375
0,0,0,0,0,0,0,0,0,0,1,0.0118623046875
0,0,0,0,0,0,0,0,0,0,2,0.0125244140625
0,0,0,0,0,0,0,0,0,1,0,0.010423828125
0,0,0,0,0,0,0,0,0,1,1,0.0108193359375
0,0,0,0,0,0,0,0,0,1,2,0.0103388671875
0,0,0,0,0,0,0,0,0,2,0,0.0101806640625
0,0,0,0,0,0,0,0,0,2,1,0.0097705078125
0,0,0,0,0,0,0,0,0,2,2,0.010060546875
0,0,0,0,0,0,0,0,1,0,0,0.0138310546875
0,0,0,0,0,0,0,0,1,0,1,0.0147852822581
0,0,0,0,0,0,0,0,1,0,2,0.0147671370968
0,0,0,0,0,0,0,0,1,1,0,0.0106376953125
0,0,0,0,0,0,0,0,1,1,1,0.010435546875
0,0,0,0,0,0,0,0,1,1,2,0.0106318359375
0,0,0,0,0,0,0,0,1,2,0,0.0105087890625
0,0,0,0,0,0,0,0,1,2,1,0.010330078125
0,0,0,0,0,0,0,0,1,2,2,0.010224609375
0,0,0,0,0,0,0,1,0,0,0,0.0126064453125
0,0,0,0,0,0,0,1,0,0,1,0.0132333984375
0,0,0,0,0,0,0,1,0,0,2,0.0128759765625
0,0,0,0,0,0,0,1,0,1,0,0.0111328125
0,0,0,0,0,0,0,1,0,1,1,0.011361328125
0,0,0,0,0,0,0,1,0,1,2,0.0115986328125
0,0,0,0,0,0,0,1,0,2,0,0.011220703125
0,0,0,0,0,0,0,1,0,2,1,0.011080078125
0,0,0,0,0,0,0,1,0,2,2,0.011478515625
0,0,0,0,0,0,0,1,1,0,0,0.0139013671875
0,0,0,0,0,0,0,1,1,0,1,0.0146396484375
0,0,0,0,0,0,0,1,1,0,2,0.0146923828125
0,0,0,0,0,0,0,1,1,1,0,0.0116396484375
0,0,0,0,0,0,0,1,1,1,1,0.0111240234375
0,0,0,0,0,0,0,1,1,1,2,0.0111591796875
0,0,0,0,0,0,0,1,1,2,0,0.0126181640625
0,0,0,0,0,0,0,1,1,2,1,0.01226953125
0,0,0,0,0,0,0,1,1,2,2,0.01245703125
0,0,0,0,0,0,1,0,0,0,0,0.0157158203125
