
% 1. Title: Modular CMA-ES Framework - Fitness values per structure
%
% 2. Sources:
%      (a) Creator: S.J. van Rijn (s.j.van.rijn@liacs.leidenuniv.nl)
%      (b) Donor: Sander van Rijn
%      (c) Date: January, 2017
%
@RELATION ESs

@ATTRIBUTE active       NUMERIC
@ATTRIBUTE elitist      NUMERIC
@ATTRIBUTE mirrored     NUMERIC
@ATTRIBUTE orthogonal   NUMERIC
@ATTRIBUTE sequential   NUMERIC
@ATTRIBUTE threshold    NUMERIC
@ATTRIBUTE tpa          NUMERIC
@ATTRIBUTE pairwise     NUMERIC
@ATTRIBUTE weights      NUMERIC
@ATTRIBUTE base-sampler NUMERIC
@ATTRIBUTE ipop         NUMERIC
@ATTRIBUTE class        NUMERIC

@DATA
0,0,0,0,0,0,0,0,0,0,0,1.82953227644
0,0,0,0,0,0,0,0,0,0,1,1.80858317844
0,0,0,0,0,0,0,0,0,0,2,1.81545059895
0,0,0,0,0,0,0,0,0,1,0,1.82739419455
0,0,0,0,0,0,0,0,0,1,1,1.79934784077
0,0,0,0,0,0,0,0,0,1,2,1.80768916479
0,0,0,0,0,0,0,0,0,2,0,1.83305225751
0,0,0,0,0,0,0,0,0,2,1,1.79665777515
0,0,0,0,0,0,0,0,0,2,2,1.8019621626
0,0,0,0,0,0,0,0,1,0,0,1.83929020393
0,0,0,0,0,0,0,0,1,0,1,1.82415127136
0,0,0,0,0,0,0,0,1,0,2,1.82117534271
0,0,0,0,0,0,0,0,1,1,0,1.84471558228
0,0,0,0,0,0,0,0,1,1,1,1.80358253926
0,0,0,0,0,0,0,0,1,1,2,1.80035417137
0,0,0,0,0,0,0,0,1,2,0,1.83389615182
0,0,0,0,0,0,0,0,1,2,1,1.80963248357
0,0,0,0,0,0,0,0,1,2,2,1.80289091634
0,0,0,0,0,0,0,1,0,0,0,1.8411742224
0,0,0,0,0,0,0,1,0,0,1,1.81965906341
0,0,0,0,0,0,0,1,0,0,2,1.81924472358
0,0,0,0,0,0,0,1,0,1,0,1.84134386441
0,0,0,0,0,0,0,1,0,1,1,1.8164449456
0,0,0,0,0,0,0,1,0,1,2,1.80602359398
0,0,0,0,0,0,0,1,0,2,0,1.8367505257
0,0,0,0,0,0,0,1,0,2,1,1.8080132307
0,0,0,0,0,0,0,1,0,2,2,1.81316821976
0,0,0,0,0,0,0,1,1,0,0,1.83781313004
0,0,0,0,0,0,0,1,1,0,1,1.82263812462
0,0,0,0,0,0,0,1,1,0,2,1.82320519713
0,0,0,0,0,0,0,1,1,1,0,1.84189151588
0,0,0,0,0,0,0,1,1,1,1,1.81148072959
0,0,0,0,0,0,0,1,1,1,2,1.81362229397
0,0,0,0,0,0,0,1,1,2,0,1.84073992983
0,0,0,0,0,0,0,1,1,2,1,1.80426636685
0,0,0,0,0,0,0,1,1,2,2,1.82027137934
0,0,0,0,0,0,1,0,0,0,0,1.83760396189
0,0,0,0,0,0,1,0,0,0,1,1.81370445719
0,0,0,0,0,0,1,0,0,0,2,1.80038688475
0,0,0,0,0,0,1,0,0,1,0,1.81367327523
0,0,0,0,0,0,1,0,0,1,1,0.994572916667
0,0,0,0,0,0,1,0,0,1,2,1.80281174818
0,0,0,0,0,0,1,0,0,2,0,1.80326511362
0,0,0,0,0,0,1,0,0,2,1,0.982052083333
0,0,0,0,0,0,1,0,0,2,2,1.80858497423
0,0,0,0,0,0,1,0,1,0,0,1.87071680545
0,0,0,0,0,0,1,0,1,0,1,1.84973710365
0,0,0,0,0,0,1,0,1,0,2,1.83597263878
0,0,0,0,0,0,1,0,1,1,0,1.82541223478
0,0,0,0,0,0,1,0,1,1,1,1.81499917769
0,0,0,0,0,0,1,0,1,1,2,1.80244643446
0,0,0,0,0,0,1,0,1,2,0,1.84369632928
0,0,0,0,0,0,1,0,1,2,1,1.80115253427
0,0,0,0,0,0,1,0,1,2,2,1.80923753015
0,0,0,0,0,0,1,1,0,0,0,1.84099537338
0,0,0,0,0,0,1,1,0,0,1,1.81134304837
0,0,0,0,0,0,1,1,0,0,2,1.81299217125
0,0,0,0,0,0,1,1,0,1,0,1.85715298958
0,0,0,0,0,0,1,1,0,1,1,1.7945767596
0,0,0,0,0,0,1,1,0,1,2,1.79583815859
0,0,0,0,0,0,1,1,0,2,0,1.84977249232
0,0,0,0,0,0,1,1,0,2,1,1.80297921169
0,0,0,0,0,0,1,1,0,2,2,1.81332966698
0,0,0,0,0,0,1,1,1,0,0,1.86887934334
0,0,0,0,0,0,1,1,1,0,1,1.81103632262
0,0,0,0,0,0,1,1,1,0,2,1.81483859178
0,0,0,0,0,0,1,1,1,1,0,1.83719369765
0,0,0,0,0,0,1,1,1,1,1,1.79478066862
0,0,0,0,0,0,1,1,1,1,2,1.81191906847
