
% 1. Title: Modular CMA-ES Framework - Fitness values per structure
%
% 2. Sources:
%      (a) Creator: S.J. van Rijn (s.j.van.rijn@liacs.leidenuniv.nl)
%      (b) Donor: Sander van Rijn
%      (c) Date: January, 2017
%
@RELATION ESs

@ATTRIBUTE active       NUMERIC
@ATTRIBUTE elitist      NUMERIC
@ATTRIBUTE mirrored     NUMERIC
@ATTRIBUTE orthogonal   NUMERIC
@ATTRIBUTE sequential   NUMERIC
@ATTRIBUTE threshold    NUMERIC
@ATTRIBUTE tpa          NUMERIC
@ATTRIBUTE pairwise     NUMERIC
@ATTRIBUTE weights      NUMERIC
@ATTRIBUTE base-sampler NUMERIC
@ATTRIBUTE ipop         NUMERIC
@ATTRIBUTE class        NUMERIC

@DATA
0,0,0,0,0,0,0,0,0,0,0,0.1456
0,0,0,0,0,0,0,0,0,0,1,0.101361111111
0,0,0,0,0,0,0,0,0,0,2,0.147741666667
0,0,0,0,0,0,0,0,0,1,0,0.2266125
0,0,0,0,0,0,0,0,0,1,1,0.051071875
0,0,0,0,0,0,0,0,0,1,2,0.05408
0,0,0,0,0,0,0,0,0,2,0,0.17669
0,0,0,0,0,0,0,0,0,2,1,0.0424842105263
0,0,0,0,0,0,0,0,0,2,2,0.0578857142857
0,0,0,0,0,0,0,0,1,0,0,1.82898754892
0,0,0,0,0,0,0,0,1,0,1,1.81098744666
0,0,0,0,0,0,0,0,1,0,2,1.78341691596
0,0,0,0,0,0,0,0,1,1,0,0.97675
0,0,0,0,0,0,0,0,1,1,1,0.136307142857
0,0,0,0,0,0,0,0,1,1,2,0.494175
0,0,0,0,0,0,0,0,1,2,0,0.9773
0,0,0,0,0,0,0,0,1,2,1,0.99485
0,0,0,0,0,0,0,0,1,2,2,0.19645
0,0,0,0,0,0,0,1,0,0,0,0.9772
0,0,0,0,0,0,0,1,0,0,1,0.19274
0,0,0,0,0,0,0,1,0,0,2,0.11576875
0,0,0,0,0,0,0,1,0,1,0,0.97665
0,0,0,0,0,0,0,1,0,1,1,0.0564566666667
