
% 1. Title: Modular CMA-ES Framework - Fitness values per structure
%
% 2. Sources:
%      (a) Creator: S.J. van Rijn (s.j.van.rijn@liacs.leidenuniv.nl)
%      (b) Donor: Sander van Rijn
%      (c) Date: January, 2017
%
@RELATION ESs

@ATTRIBUTE active       NUMERIC
@ATTRIBUTE elitist      NUMERIC
@ATTRIBUTE mirrored     NUMERIC
@ATTRIBUTE orthogonal   NUMERIC
@ATTRIBUTE sequential   NUMERIC
@ATTRIBUTE threshold    NUMERIC
@ATTRIBUTE tpa          NUMERIC
@ATTRIBUTE pairwise     NUMERIC
@ATTRIBUTE weights      NUMERIC
@ATTRIBUTE base-sampler NUMERIC
@ATTRIBUTE ipop         NUMERIC
@ATTRIBUTE class        NUMERIC

@DATA
0,0,0,0,0,0,0,0,0,0,0,0.9735
0,0,0,0,0,0,0,0,0,0,1,0.07501171875
0,0,0,0,0,0,0,0,0,0,2,0.229936523438
0,0,0,0,0,0,0,0,0,1,0,0.9727734375
0,0,0,0,0,0,0,0,0,1,1,0.0622184495192
0,0,0,0,0,0,0,0,0,1,2,0.121473214286
0,0,0,0,0,0,0,0,0,2,0,1.98615417555
0,0,0,0,0,0,0,0,0,2,1,1.9865494414
0,0,0,0,0,0,0,0,0,2,2,1.98754925729
0,0,0,0,0,0,0,0,1,0,0,0.474890625
0,0,0,0,0,0,0,0,1,0,1,0.065205078125
0,0,0,0,0,0,0,0,1,0,2,0.1902890625
0,0,0,0,0,0,0,0,1,1,0,0.17298515625
0,0,0,0,0,0,0,0,1,1,1,0.079376953125
0,0,0,0,0,0,0,0,1,1,2,0.083652109375
0,0,0,0,0,0,0,0,1,2,0,1.99618490924
0,0,0,0,0,0,0,0,1,2,1,1.99705048977
0,0,0,0,0,0,0,0,1,2,2,1.99653636634
0,0,0,0,0,0,0,1,0,0,0,0.306581770833
0,0,0,0,0,0,0,1,0,0,1,0.110265039063
0,0,0,0,0,0,0,1,0,0,2,0.148615104167
0,0,0,0,0,0,0,1,0,1,0,0.3058453125
0,0,0,0,0,0,0,1,0,1,1,0.0708704427083
0,0,0,0,0,0,0,1,0,1,2,0.0939446180556
0,0,0,0,0,0,0,1,0,2,0,1.93198702728
