
% 1. Title: Modular CMA-ES Framework - Fitness values per structure
%
% 2. Sources:
%      (a) Creator: S.J. van Rijn (s.j.van.rijn@liacs.leidenuniv.nl)
%      (b) Donor: Sander van Rijn
%      (c) Date: January, 2017
%
@RELATION ESs

@ATTRIBUTE active       NUMERIC
@ATTRIBUTE elitist      NUMERIC
@ATTRIBUTE mirrored     NUMERIC
@ATTRIBUTE orthogonal   NUMERIC
@ATTRIBUTE sequential   NUMERIC
@ATTRIBUTE threshold    NUMERIC
@ATTRIBUTE tpa          NUMERIC
@ATTRIBUTE pairwise     NUMERIC
@ATTRIBUTE weights      NUMERIC
@ATTRIBUTE base-sampler NUMERIC
@ATTRIBUTE ipop         NUMERIC
@ATTRIBUTE class        NUMERIC

@DATA
0,0,0,0,0,0,0,0,0,0,0,1.84536011273
0,0,0,0,0,0,0,0,0,0,1,1.77561056447
0,0,0,0,0,0,0,0,0,0,2,1.76650705926
0,0,0,0,0,0,0,0,0,1,0,1.82183628579
0,0,0,0,0,0,0,0,0,1,1,1.80112968744
0,0,0,0,0,0,0,0,0,1,2,1.80407884773
0,0,0,0,0,0,0,0,0,2,0,1.98413402732
0,0,0,0,0,0,0,0,0,2,1,1.98423528193
0,0,0,0,0,0,0,0,0,2,2,1.98453724174
0,0,0,0,0,0,0,0,1,0,0,1.85826392889
0,0,0,0,0,0,0,0,1,0,1,1.80805745593
0,0,0,0,0,0,0,0,1,0,2,1.80676226764
0,0,0,0,0,0,0,0,1,1,0,1.8542494833
0,0,0,0,0,0,0,0,1,1,1,1.80034234929
0,0,0,0,0,0,0,0,1,1,2,1.77753550601
0,0,0,0,0,0,0,0,1,2,0,1.99460487951
0,0,0,0,0,0,0,0,1,2,1,1.99477308676
0,0,0,0,0,0,0,0,1,2,2,1.9949723794
0,0,0,0,0,0,0,1,0,0,0,1.83447911743
0,0,0,0,0,0,0,1,0,0,1,1.8083106856
0,0,0,0,0,0,0,1,0,0,2,1.76060810943
0,0,0,0,0,0,0,1,0,1,0,1.82200156544
0,0,0,0,0,0,0,1,0,1,1,1.7930295303
0,0,0,0,0,0,0,1,0,1,2,1.78031810796
0,0,0,0,0,0,0,1,0,2,0,1.93123821879
0,0,0,0,0,0,0,1,0,2,1,1.94039447233
0,0,0,0,0,0,0,1,0,2,2,1.92973266493
0,0,0,0,0,0,0,1,1,0,0,1.80120692902
0,0,0,0,0,0,0,1,1,0,1,1.80519545033
0,0,0,0,0,0,0,1,1,0,2,1.7610116557
0,0,0,0,0,0,0,1,1,1,0,1.82818510091
0,0,0,0,0,0,0,1,1,1,1,1.79443919106
0,0,0,0,0,0,0,1,1,1,2,1.77344040268
0,0,0,0,0,0,0,1,1,2,0,1.98377958985
0,0,0,0,0,0,0,1,1,2,1,1.98582179258
