
% 1. Title: Modular CMA-ES Framework - Fitness values per structure
%
% 2. Sources:
%      (a) Creator: S.J. van Rijn (s.j.van.rijn@liacs.leidenuniv.nl)
%      (b) Donor: Sander van Rijn
%      (c) Date: January, 2017
%
@RELATION ESs

@ATTRIBUTE active       NUMERIC
@ATTRIBUTE elitist      NUMERIC
@ATTRIBUTE mirrored     NUMERIC
@ATTRIBUTE orthogonal   NUMERIC
@ATTRIBUTE sequential   NUMERIC
@ATTRIBUTE threshold    NUMERIC
@ATTRIBUTE tpa          NUMERIC
@ATTRIBUTE pairwise     NUMERIC
@ATTRIBUTE weights      NUMERIC
@ATTRIBUTE base-sampler NUMERIC
@ATTRIBUTE ipop         NUMERIC
@ATTRIBUTE class        NUMERIC

@DATA
0,0,0,0,0,0,0,0,0,0,0,1.66027039497
0,0,0,0,0,0,0,0,0,0,1,1.63028017201
0,0,0,0,0,0,0,0,0,0,2,1.62788719972
0,0,0,0,0,0,0,0,0,1,0,1.67391479375
0,0,0,0,0,0,0,0,0,1,1,1.62766010578
0,0,0,0,0,0,0,0,0,1,2,1.60406684119
0,0,0,0,0,0,0,0,0,2,0,1.98408889243
0,0,0,0,0,0,0,0,0,2,1,1.98435759781
0,0,0,0,0,0,0,0,0,2,2,1.98546764743
0,0,0,0,0,0,0,0,1,0,0,1.72052760026
0,0,0,0,0,0,0,0,1,0,1,1.70378011443
0,0,0,0,0,0,0,0,1,0,2,1.70243171736
0,0,0,0,0,0,0,0,1,1,0,1.79452657021
0,0,0,0,0,0,0,0,1,1,1,1.77713826929
0,0,0,0,0,0,0,0,1,1,2,1.76287565793
0,0,0,0,0,0,0,0,1,2,0,1.98450688966
0,0,0,0,0,0,0,0,1,2,1,1.98585560878
0,0,0,0,0,0,0,0,1,2,2,1.98485960473
0,0,0,0,0,0,0,1,0,0,0,1.67620139465
0,0,0,0,0,0,0,1,0,0,1,1.66132969048
0,0,0,0,0,0,0,1,0,0,2,1.64024400168
0,0,0,0,0,0,0,1,0,1,0,1.6985853246
0,0,0,0,0,0,0,1,0,1,1,1.61291054302
0,0,0,0,0,0,0,1,0,1,2,1.60223780495
0,0,0,0,0,0,0,1,0,2,0,1.98326619967
0,0,0,0,0,0,0,1,0,2,1,1.98503788707
0,0,0,0,0,0,0,1,0,2,2,1.98601209296
0,0,0,0,0,0,0,1,1,0,0,1.69706261983
