
% 1. Title: Modular CMA-ES Framework - Fitness values per structure
%
% 2. Sources:
%      (a) Creator: S.J. van Rijn (s.j.van.rijn@liacs.leidenuniv.nl)
%      (b) Donor: Sander van Rijn
%      (c) Date: January, 2017
%
@RELATION ESs

@ATTRIBUTE active       NUMERIC
@ATTRIBUTE elitist      NUMERIC
@ATTRIBUTE mirrored     NUMERIC
@ATTRIBUTE orthogonal   NUMERIC
@ATTRIBUTE sequential   NUMERIC
@ATTRIBUTE threshold    NUMERIC
@ATTRIBUTE tpa          NUMERIC
@ATTRIBUTE pairwise     NUMERIC
@ATTRIBUTE weights      NUMERIC
@ATTRIBUTE base-sampler NUMERIC
@ATTRIBUTE ipop         NUMERIC
@ATTRIBUTE class        NUMERIC

@DATA
0,0,0,0,0,0,0,0,0,0,0,0.104505787037
0,0,0,0,0,0,0,0,0,0,1,0.13703125
0,0,0,0,0,0,0,0,0,0,2,0.0767873263889
0,0,0,0,0,0,0,0,0,1,0,0.0863552083333
0,0,0,0,0,0,0,0,0,1,1,0.0766287878788
0,0,0,0,0,0,0,0,0,1,2,0.0767215909091
0,0,0,0,0,0,0,0,0,2,0,0.0770596590909
0,0,0,0,0,0,0,0,0,2,1,0.0528743055556
0,0,0,0,0,0,0,0,0,2,2,0.057171875
0,0,0,0,0,0,0,0,1,0,0,1.00078125
0,0,0,0,0,0,0,0,1,0,1,0.494958333333
0,0,0,0,0,0,0,0,1,0,2,1.8841956791
0,0,0,0,0,0,0,0,1,1,0,0.98896875
0,0,0,0,0,0,0,0,1,1,1,0.182758333333
0,0,0,0,0,0,0,0,1,1,2,0.3180625
0,0,0,0,0,0,0,0,1,2,0,0.232567708333
0,0,0,0,0,0,0,0,1,2,1,1.86792711825
0,0,0,0,0,0,0,0,1,2,2,0.182379166667
0,0,0,0,0,0,0,1,0,0,0,0.0993541666667
0,0,0,0,0,0,0,1,0,0,1,0.133723214286
0,0,0,0,0,0,0,1,0,0,2,0.09126875
0,0,0,0,0,0,0,1,0,1,0,0.0648221153846
0,0,0,0,0,0,0,1,0,1,1,0.318625
0,0,0,0,0,0,0,1,0,1,2,0.0752954545455
0,0,0,0,0,0,0,1,0,2,0,0.0764943181818
0,0,0,0,0,0,0,1,0,2,1,0.0395230263158
