
% 1. Title: Modular CMA-ES Framework - Fitness values per structure
%
% 2. Sources:
%      (a) Creator: S.J. van Rijn (s.j.van.rijn@liacs.leidenuniv.nl)
%      (b) Donor: Sander van Rijn
%      (c) Date: January, 2017
%
@RELATION ESs

@ATTRIBUTE active       NUMERIC
@ATTRIBUTE elitist      NUMERIC
@ATTRIBUTE mirrored     NUMERIC
@ATTRIBUTE orthogonal   NUMERIC
@ATTRIBUTE sequential   NUMERIC
@ATTRIBUTE threshold    NUMERIC
@ATTRIBUTE tpa          NUMERIC
@ATTRIBUTE pairwise     NUMERIC
@ATTRIBUTE weights      NUMERIC
@ATTRIBUTE base-sampler NUMERIC
@ATTRIBUTE ipop         NUMERIC
@ATTRIBUTE class        NUMERIC

@DATA
0,0,0,0,0,0,0,0,0,0,0,0.00602701822917
0,0,0,0,0,0,0,0,0,0,1,0.00628678385417
0,0,0,0,0,0,0,0,0,0,2,0.00620930989583
0,0,0,0,0,0,0,0,0,1,0,0.00497428385417
0,0,0,0,0,0,0,0,0,1,1,0.00527278645833
0,0,0,0,0,0,0,0,0,1,2,0.00537532552083
0,0,0,0,0,0,0,0,0,2,0,0.00517708333333
0,0,0,0,0,0,0,0,0,2,1,0.0047509765625
0,0,0,0,0,0,0,0,0,2,2,0.0045869140625
0,0,0,0,0,0,0,0,1,0,0,0.009474609375
0,0,0,0,0,0,0,0,1,0,1,0.0078955078125
0,0,0,0,0,0,0,0,1,0,2,0.00871809895833
0,0,0,0,0,0,0,0,1,1,0,0.00542545572917
0,0,0,0,0,0,0,0,1,1,1,0.0053662109375
0,0,0,0,0,0,0,0,1,1,2,0.0052568359375
0,0,0,0,0,0,0,0,1,2,0,0.005099609375
0,0,0,0,0,0,0,0,1,2,1,0.00535481770833
0,0,0,0,0,0,0,0,1,2,2,0.0049150390625
0,0,0,0,0,0,0,1,0,0,0,0.00565234375
0,0,0,0,0,0,0,1,0,0,1,0.005607421875
0,0,0,0,0,0,0,1,0,0,2,0.0053359375
0,0,0,0,0,0,0,1,0,1,0,0.004943359375
0,0,0,0,0,0,0,1,0,1,1,0.004900390625
0,0,0,0,0,0,0,1,0,1,2,0.004552734375
0,0,0,0,0,0,0,1,0,2,0,0.004609375
0,0,0,0,0,0,0,1,0,2,1,0.004771484375
0,0,0,0,0,0,0,1,0,2,2,0.004791015625
0,0,0,0,0,0,0,1,1,0,0,0.006177734375
0,0,0,0,0,0,0,1,1,0,1,0.006466796875
0,0,0,0,0,0,0,1,1,0,2,0.006421875
0,0,0,0,0,0,0,1,1,1,0,0.005216796875
0,0,0,0,0,0,0,1,1,1,1,0.0054765625
0,0,0,0,0,0,0,1,1,1,2,0.005580078125
0,0,0,0,0,0,0,1,1,2,0,0.0053828125
0,0,0,0,0,0,0,1,1,2,1,0.00548046875
0,0,0,0,0,0,0,1,1,2,2,0.0053828125
0,0,0,0,0,0,1,0,0,0,0,0.005087890625
0,0,0,0,0,0,1,0,0,0,1,0.005087890625
0,0,0,0,0,0,1,0,0,0,2,0.00531803385417
0,0,0,0,0,0,1,0,0,1,0,0.00356119791667
0,0,0,0,0,0,1,0,0,1,1,0.00372526041667
0,0,0,0,0,0,1,0,0,1,2,0.0036181640625
0,0,0,0,0,0,1,0,0,2,0,0.00363639322917
0,0,0,0,0,0,1,0,0,2,1,0.00352701822917
0,0,0,0,0,0,1,0,0,2,2,0.00355891927083
0,0,0,0,0,0,1,0,1,0,0,0.0107548828125
0,0,0,0,0,0,1,0,1,0,1,0.0098046875
