
% 1. Title: Modular CMA-ES Framework - Fitness values per structure
%
% 2. Sources:
%      (a) Creator: S.J. van Rijn (s.j.van.rijn@liacs.leidenuniv.nl)
%      (b) Donor: Sander van Rijn
%      (c) Date: January, 2017
%
@RELATION ESs

@ATTRIBUTE active       NUMERIC
@ATTRIBUTE elitist      NUMERIC
@ATTRIBUTE mirrored     NUMERIC
@ATTRIBUTE orthogonal   NUMERIC
@ATTRIBUTE sequential   NUMERIC
@ATTRIBUTE threshold    NUMERIC
@ATTRIBUTE tpa          NUMERIC
@ATTRIBUTE pairwise     NUMERIC
@ATTRIBUTE weights      NUMERIC
@ATTRIBUTE base-sampler NUMERIC
@ATTRIBUTE ipop         NUMERIC
@ATTRIBUTE class        NUMERIC

@DATA
0,0,0,0,0,0,0,0,0,0,0,1.80788835884
0,0,0,0,0,0,0,0,0,0,1,1.76892918425
0,0,0,0,0,0,0,0,0,0,2,1.80560769796
0,0,0,0,0,0,0,0,0,1,0,1.70438740531
0,0,0,0,0,0,0,0,0,1,1,1.71785795448
0,0,0,0,0,0,0,0,0,1,2,1.71499052226
0,0,0,0,0,0,0,0,0,2,0,1.94917368038
0,0,0,0,0,0,0,0,0,2,1,1.94861952947
0,0,0,0,0,0,0,0,0,2,2,1.9477600869
0,0,0,0,0,0,0,0,1,0,0,1.84750242596
0,0,0,0,0,0,0,0,1,0,1,1.8400323601
0,0,0,0,0,0,0,0,1,0,2,1.83479295614
0,0,0,0,0,0,0,0,1,1,0,1.68534101575
0,0,0,0,0,0,0,0,1,1,1,1.6824733433
0,0,0,0,0,0,0,0,1,1,2,1.6865844061
0,0,0,0,0,0,0,0,1,2,0,1.97689961813
0,0,0,0,0,0,0,0,1,2,1,1.97253728122
0,0,0,0,0,0,0,0,1,2,2,1.9751037535
0,0,0,0,0,0,0,1,0,0,0,1.8347270585
0,0,0,0,0,0,0,1,0,0,1,1.84721665311
0,0,0,0,0,0,0,1,0,0,2,1.82907772864
0,0,0,0,0,0,0,1,0,1,0,1.72588625457
0,0,0,0,0,0,0,1,0,1,1,1.73331046447
0,0,0,0,0,0,0,1,0,1,2,1.73469333456
0,0,0,0,0,0,0,1,0,2,0,1.90510650906
0,0,0,0,0,0,0,1,0,2,1,1.90442808538
0,0,0,0,0,0,0,1,0,2,2,1.9048646228
0,0,0,0,0,0,0,1,1,0,0,1.83333175065
0,0,0,0,0,0,0,1,1,0,1,1.8258621469
0,0,0,0,0,0,0,1,1,0,2,1.83216609205
0,0,0,0,0,0,0,1,1,1,0,1.72883460643
0,0,0,0,0,0,0,1,1,1,1,1.71296704793
0,0,0,0,0,0,0,1,1,1,2,1.7238317231
0,0,0,0,0,0,0,1,1,2,0,1.92022868481
0,0,0,0,0,0,0,1,1,2,1,1.91933298388
0,0,0,0,0,0,0,1,1,2,2,1.92339185909
0,0,0,0,0,0,1,0,0,0,0,1.76864857253
0,0,0,0,0,0,1,0,0,0,1,1.75793014408
0,0,0,0,0,0,1,0,0,0,2,1.76574533143
0,0,0,0,0,0,1,0,0,1,0,1.74492937698
0,0,0,0,0,0,1,0,0,1,1,1.72307676927
0,0,0,0,0,0,1,0,0,1,2,1.72521397146
0,0,0,0,0,0,1,0,0,2,0,1.92502159659
0,0,0,0,0,0,1,0,0,2,1,1.93824517869
0,0,0,0,0,0,1,0,0,2,2,1.92414494864
0,0,0,0,0,0,1,0,1,0,0,1.78656101851
0,0,0,0,0,0,1,0,1,0,1,1.79390607203
0,0,0,0,0,0,1,0,1,0,2,1.78583173749
0,0,0,0,0,0,1,0,1,1,0,1.73087154646
0,0,0,0,0,0,1,0,1,1,1,1.72508743556
0,0,0,0,0,0,1,0,1,1,2,1.72090216543
0,0,0,0,0,0,1,0,1,2,0,1.96101250276
0,0,0,0,0,0,1,0,1,2,1,1.96366495388
0,0,0,0,0,0,1,0,1,2,2,1.97093462179
0,0,0,0,0,0,1,1,0,0,0,1.81349078416
0,0,0,0,0,0,1,1,0,0,1,1.80811951903
0,0,0,0,0,0,1,1,0,0,2,1.80214708468
0,0,0,0,0,0,1,1,0,1,0,1.78199845423
0,0,0,0,0,0,1,1,0,1,1,1.77543196888
0,0,0,0,0,0,1,1,0,1,2,1.78074727864
0,0,0,0,0,0,1,1,0,2,0,1.93053916412
0,0,0,0,0,0,1,1,0,2,1,1.92902560694
0,0,0,0,0,0,1,1,0,2,2,1.93107972678
0,0,0,0,0,0,1,1,1,0,0,1.80369110148
0,0,0,0,0,0,1,1,1,0,1,1.81386844338
0,0,0,0,0,0,1,1,1,0,2,1.79620724191
0,0,0,0,0,0,1,1,1,1,0,1.78678439154
0,0,0,0,0,0,1,1,1,1,1,1.79546466281
0,0,0,0,0,0,1,1,1,1,2,1.78770706894
0,0,0,0,0,0,1,1,1,2,0,1.9397508936
0,0,0,0,0,0,1,1,1,2,1,1.94195920456
