
% 1. Title: Modular CMA-ES Framework - Fitness values per structure
%
% 2. Sources:
%      (a) Creator: S.J. van Rijn (s.j.van.rijn@liacs.leidenuniv.nl)
%      (b) Donor: Sander van Rijn
%      (c) Date: January, 2017
%
@RELATION ESs

@ATTRIBUTE active       NUMERIC
@ATTRIBUTE elitist      NUMERIC
@ATTRIBUTE mirrored     NUMERIC
@ATTRIBUTE orthogonal   NUMERIC
@ATTRIBUTE sequential   NUMERIC
@ATTRIBUTE threshold    NUMERIC
@ATTRIBUTE tpa          NUMERIC
@ATTRIBUTE pairwise     NUMERIC
@ATTRIBUTE weights      NUMERIC
@ATTRIBUTE base-sampler NUMERIC
@ATTRIBUTE ipop         NUMERIC
@ATTRIBUTE class        NUMERIC

@DATA
0,0,0,0,0,0,0,0,0,0,0,1.85878841381
0,0,0,0,0,0,0,0,0,0,1,1.87075931376
0,0,0,0,0,0,0,0,0,0,2,1.86347234283
0,0,0,0,0,0,0,0,0,1,0,1.84509172324
0,0,0,0,0,0,0,0,0,1,1,1.81813166966
0,0,0,0,0,0,0,0,0,1,2,1.82039001108
0,0,0,0,0,0,0,0,0,2,0,1.97769064653
0,0,0,0,0,0,0,0,0,2,1,1.97827749048
0,0,0,0,0,0,0,0,0,2,2,1.9769211172
0,0,0,0,0,0,0,0,1,0,0,1.87364013446
0,0,0,0,0,0,0,0,1,0,1,1.87089501774
0,0,0,0,0,0,0,0,1,0,2,1.87326424859
0,0,0,0,0,0,0,0,1,1,0,1.84290587253
0,0,0,0,0,0,0,0,1,1,1,1.82138454781
0,0,0,0,0,0,0,0,1,1,2,1.81542317841
0,0,0,0,0,0,0,0,1,2,0,1.98681871867
0,0,0,0,0,0,0,0,1,2,1,1.98574728066
0,0,0,0,0,0,0,0,1,2,2,1.98554554461
0,0,0,0,0,0,0,1,0,0,0,1.8758701906
0,0,0,0,0,0,0,1,0,0,1,1.86694491943
0,0,0,0,0,0,0,1,0,0,2,1.86879377438
0,0,0,0,0,0,0,1,0,1,0,1.85416119037
0,0,0,0,0,0,0,1,0,1,1,1.83502453298
0,0,0,0,0,0,0,1,0,1,2,1.82881663804
0,0,0,0,0,0,0,1,0,2,0,1.96496815587
0,0,0,0,0,0,0,1,0,2,1,1.96446998126
0,0,0,0,0,0,0,1,0,2,2,1.96530357192
0,0,0,0,0,0,0,1,1,0,0,1.86812628761
0,0,0,0,0,0,0,1,1,0,1,1.87642316825
0,0,0,0,0,0,0,1,1,0,2,1.87517227915
0,0,0,0,0,0,0,1,1,1,0,1.8560335432
0,0,0,0,0,0,0,1,1,1,1,1.82902591383
0,0,0,0,0,0,0,1,1,1,2,1.82659533175
0,0,0,0,0,0,0,1,1,2,0,1.97320292022
0,0,0,0,0,0,0,1,1,2,1,1.97398573777
0,0,0,0,0,0,0,1,1,2,2,1.97504424067
0,0,0,0,0,0,1,0,0,0,0,1.86334630728
0,0,0,0,0,0,1,0,0,0,1,1.84055275783
0,0,0,0,0,0,1,0,0,0,2,1.83707374286
0,0,0,0,0,0,1,0,0,1,0,1.84954345817
0,0,0,0,0,0,1,0,0,1,1,1.82183695325
0,0,0,0,0,0,1,0,0,1,2,1.82253046181
0,0,0,0,0,0,1,0,0,2,0,1.9783099043
