
% 1. Title: Modular CMA-ES Framework - Fitness values per structure
%
% 2. Sources:
%      (a) Creator: S.J. van Rijn (s.j.van.rijn@liacs.leidenuniv.nl)
%      (b) Donor: Sander van Rijn
%      (c) Date: January, 2017
%
@RELATION ESs

@ATTRIBUTE active       NUMERIC
@ATTRIBUTE elitist      NUMERIC
@ATTRIBUTE mirrored     NUMERIC
@ATTRIBUTE orthogonal   NUMERIC
@ATTRIBUTE sequential   NUMERIC
@ATTRIBUTE threshold    NUMERIC
@ATTRIBUTE tpa          NUMERIC
@ATTRIBUTE pairwise     NUMERIC
@ATTRIBUTE weights      NUMERIC
@ATTRIBUTE base-sampler NUMERIC
@ATTRIBUTE ipop         NUMERIC
@ATTRIBUTE class        NUMERIC

@DATA
0,0,0,0,0,0,0,0,0,0,0,0.0268564814815
0,0,0,0,0,0,0,0,0,0,1,0.0241271551724
0,0,0,0,0,0,0,0,0,0,2,0.0238502155172
0,0,0,0,0,0,0,0,0,1,0,0.0211333333333
0,0,0,0,0,0,0,0,0,1,1,0.0187890625
0,0,0,0,0,0,0,0,0,1,2,0.0181513671875
0,0,0,0,0,0,0,0,0,2,0,0.0377057291667
0,0,0,0,0,0,0,0,0,2,1,0.0344314903846
0,0,0,0,0,0,0,0,0,2,2,0.03657875
0,0,0,0,0,0,0,0,1,0,0,0.0519045138889
0,0,0,0,0,0,0,0,1,0,1,0.0567444852941
0,0,0,0,0,0,0,0,1,0,2,0.0685424107143
0,0,0,0,0,0,0,0,1,1,0,0.0281497844828
0,0,0,0,0,0,0,0,1,1,1,0.0249818548387
0,0,0,0,0,0,0,0,1,1,2,0.0303761574074
0,0,0,0,0,0,0,0,1,2,0,0.332020833333
0,0,0,0,0,0,0,0,1,2,1,0.498140625
0,0,0,0,0,0,0,0,1,2,2,1.45769346394
0,0,0,0,0,0,0,1,0,0,0,0.0247327586207
0,0,0,0,0,0,0,1,0,0,1,0.0249094827586
0,0,0,0,0,0,0,1,0,0,2,0.0229919354839
0,0,0,0,0,0,0,1,0,1,0,0.0247667410714
0,0,0,0,0,0,0,1,0,1,1,0.0248002232143
0,0,0,0,0,0,0,1,0,1,2,0.022609375
0,0,0,0,0,0,0,1,0,2,0,0.0329182692308
0,0,0,0,0,0,0,1,0,2,1,0.0337403846154
0,0,0,0,0,0,0,1,0,2,2,0.0299732142857
0,0,0,0,0,0,0,1,1,0,0,0.0356640625
0,0,0,0,0,0,0,1,1,0,1,0.0319710648148
0,0,0,0,0,0,0,1,1,0,2,0.0314305555556
0,0,0,0,0,0,0,1,1,1,0,0.0245604166667
0,0,0,0,0,0,0,1,1,1,1,0.0287141203704
0,0,0,0,0,0,0,1,1,1,2,0.02509375
0,0,0,0,0,0,0,1,1,2,0,0.09843125
0,0,0,0,0,0,0,1,1,2,1,0.097340625
0,0,0,0,0,0,0,1,1,2,2,0.0977125
0,0,0,0,0,0,1,0,0,0,0,0.0284704741379
0,0,0,0,0,0,1,0,0,0,1,0.044326875
0,0,0,0,0,0,1,0,0,0,2,0.0281470982143
0,0,0,0,0,0,1,0,0,1,0,0.0214925403226
0,0,0,0,0,0,1,0,0,1,1,0.0220929166667
0,0,0,0,0,0,1,0,0,1,2,0.0226991666667
0,0,0,0,0,0,1,0,0,2,0,0.492525
0,0,0,0,0,0,1,0,0,2,1,0.321279166667
0,0,0,0,0,0,1,0,0,2,2,0.481040625
0,0,0,0,0,0,1,0,1,0,0,0.9914875
0,0,0,0,0,0,1,0,1,0,1,0.2462578125
0,0,0,0,0,0,1,0,1,0,2,0.19162625
0,0,0,0,0,0,1,0,1,1,0,0.04624
0,0,0,0,0,0,1,0,1,1,1,0.0410889204545
0,0,0,0,0,0,1,0,1,1,2,0.0432014880952
0,0,0,0,0,0,1,0,1,2,0,1.62826992663
0,0,0,0,0,0,1,0,1,2,1,1.60802822693
0,0,0,0,0,0,1,0,1,2,2,1.59462349011
0,0,0,0,0,0,1,1,0,0,0,0.0357711956522
0,0,0,0,0,0,1,1,0,0,1,0.03340025
0,0,0,0,0,0,1,1,0,0,2,0.0355950520833
0,0,0,0,0,0,1,1,0,1,0,0.0280560096154
